Species.Pop	latitdue	longitude
Culex_tarsalis	50.66	-120.529999
Culex_tarsalis	50.361	-119.281
Culex_tarsalis	49.333	-117.69
Culex_annulirostris	-13.75548	-177.08021
Culex_annulirostris	-13.45	-172.6167
Culex_annulirostris	-13.8333	-171.9833
Culex_annulirostris	-14.325755	-170.732529
Culex_annulirostris	-9.702333	120.262265
Culex_annulirostris	-8.291119	124.740476
Culex_annulirostris	-14.3	126.63333
Culex_annulirostris	-14.1	129.55
Culex_annulirostris	-12.41667	130.91667
Culex_annulirostris	-12.783333	131.366667
Culex_annulirostris	-12.58333	132.8667
Culex_annulirostris	-12.383333	133.016667
Culex_annulirostris	-14.73333	134.73334
Culex_annulirostris	-14.73333	135.3833
Culex_annulirostris	-12.216	136.753
Culex_annulirostris	-6.080278	140.276667
Culex_annulirostris	-12.66667	141.949997
Culex_annulirostris	-10.8	142.46666
Culex_annulirostris	-13.95	143.2
Culex_annulirostris	-9.9204	144.0629
Culex_annulirostris	-6.98333	145.06667
Culex_annulirostris	-8.5	146.6667
Culex_annulirostris	-9.46667	147.14999
Culex_annulirostris	-8.7667	148.3667
Culex_annulirostris	-9.33333	150.25
Culex_annulirostris	-8.5	151
Culex_annulirostris	-6.156978	155.270847
Culex_annulirostris	-9.074684	159.157172
Culex_annulirostris	-9.04139	160.068
Culex_annulirostris	-21.133	-175.2
Culex_annulirostris	-15.95	-173.75
Culex_annulirostris	-22.65	-152.809998
Culex_annulirostris	-17.535	-149.525
Culex_annulirostris	-24.641501	113.992761
Culex_annulirostris	-24.243156	114.87109
Culex_annulirostris	-20.88333	116.66666
Culex_annulirostris	-21.583333	117.066667
Culex_annulirostris	-20.3	118.58334
Culex_annulirostris	-23.36056	119.68
Culex_annulirostris	-17.53333	122.15
Culex_annulirostris	-17.31667	123.63333
Culex_annulirostris	-20.14167	127.98361
Culex_annulirostris	-15.05	128.35001
Culex_annulirostris	-15.65	130.48334
Culex_annulirostris	-16.166666	136.050003
Culex_annulirostris	-16.483333	139.566667
Culex_annulirostris	-15.46667	141.75
Culex_annulirostris	-17.87	142.56
Culex_annulirostris	-20.51667	143.28329
Culex_annulirostris	-23.61667	144.25
Culex_annulirostris	-16.88333	145.73334
Culex_annulirostris	-19.26667	146.81667
Culex_annulirostris	-19.5	147.10001
Culex_annulirostris	-21.13333	148.5
Culex_annulirostris	-21	149.14999
Culex_annulirostris	-24.681	150.98599
Culex_annulirostris	-25	151.85001
Culex_annulirostris	-24.85	152.25
Culex_annulirostris	-15.25	166.8333
Culex_annulirostris	-15.579143	167.025667
Culex_annulirostris	-17.066667	168.383333
Culex_annulirostris	-20.2	169.8167
Culex_annulirostris	-18.134202	178.42575
Culex_annulirostris	-26.426516	114.193893
Culex_annulirostris	-31.94611	115.92583
Culex_annulirostris	-31.65717	116.030478
Culex_annulirostris	-31.21667	118.96667
Culex_annulirostris	-31.067615	136.879545
Culex_annulirostris	-30.816667	138.4
Culex_annulirostris	-34.562664	139.598251
Culex_annulirostris	-34.104122	140.717349
Culex_annulirostris	-28.06667	141.53334
Culex_annulirostris	-34.183333	142.066667
Culex_annulirostris	-28.4833	143.10001
Culex_annulirostris	-27.51667	144.31667
Culex_annulirostris	-27.6833	145.8167
Culex_annulirostris	-34.75	146.55
Culex_annulirostris	-32.03333	147.96666
Culex_annulirostris	-31.55	148.10001
Culex_annulirostris	-33.41667	149.58333
Culex_annulirostris	-28.9	150.76666
Culex_annulirostris	-25.36667	151.11667
Culex_annulirostris	-28.21667	152.03334
Culex_annulirostris	-27.2333	153.03329
Culex_annulirostris	-37.833333	140.116667
Culex_annulirostris	-37.11666	141.8
Culex_annulirostris	-37.116667	142.55
Culex_annulirostris	-35.3	143.567
Culex_annulirostris	-37.37	144.32
Culex_annulirostris	-36.38194	145.4025
Culex_annulirostris	-35.99583	146.38333
Culex_annulirostris	-36.45	148.26666
Culex_annulirostris	-37.57	149.15
Culex_annulirostris	-35.7197	150.1685
Culex_annulirostris	-4.006944	119.628611
Culex_annulirostris	-3.974283	122.258423
Culex_annulirostris	-1.628611	123.549444
Culex_annulirostris	-3.058889	128.19
Culex_annulirostris	-0.876191	131.255816
Culex_annulirostris	-2.088402	132.196666
Culex_annulirostris	-0.857222	134.075556
Culex_annulirostris	-2.845024	136.671726
Culex_annulirostris	-1.966667	138.883333
Culex_annulirostris	-1.939166	139.014435
Culex_annulirostris	-2.591601	140.668998
Culex_annulirostris	-2.66667	141.25
Culex_annulirostris	-3.58333	143.58333
Culex_annulirostris	-4.06667	144.06667
Culex_annulirostris	-2.08333	146.83333
Culex_annulirostris	-2.08333	147
Culex_annulirostris	-2.567	150.8
Culex_annulirostris	-4.55	151.6333
Culex_annulirostris	-4.3833	152.1667
Culex_annulirostris	-4.75	157
Culex_annulirostris	-4.5	159.333
Culex_annulirostris	15.137255	145.714424
Culex_annulirostris	12.352748	121.067613
Culex_annulirostris	10.8308	124.9961
Culex_annulirostris	13.453226	144.768841
Culex_annulirostris	13.463519	144.766967
Culex_annulirostris	7.441111	151.853333
Culex_annulirostris	7.454722	151.846111
Culex_annulirostris	6.906944	158.2325
